epoch;train_acc;train_loss;val_acc;val_loss
0;0.03260834142565727;13.698573112487793;0.0;32.610782623291016
1;0.16512610018253326;9.050583839416504;0.0;23.46314239501953
2;0.262514591217041;7.132169723510742;0.008086252957582474;14.626043319702148
3;0.3204849660396576;5.826959133148193;0.05453037470579147;7.812605381011963
4;0.3648030757904053;4.839798927307129;0.28032344579696655;4.873757362365723
5;0.3990156352519989;4.110024929046631;0.3394153118133545;4.568841457366943
6;0.42884114384651184;3.586942672729492;0.14202778041362762;5.8530802726745605
7;0.4546178877353668;3.148102045059204;0.41903379559516907;3.6866281032562256
8;0.4777754843235016;2.811025619506836;0.43707236647605896;3.589627981185913
9;0.4995361864566803;2.51385498046875;0.4383164048194885;3.3650975227355957
10;0.5164732933044434;2.2903120517730713;0.4826871156692505;3.193460702896118
11;0.5357458591461182;2.0718705654144287;0.5005183219909668;3.074862480163574
12;0.5516353249549866;1.8919395208358765;0.4882853031158447;3.202646255493164
13;0.567339301109314;1.7395238876342773;0.1289653778076172;6.799868583679199
14;0.5811880230903625;1.5891034603118896;0.5256064534187317;3.009495258331299
15;0.5969465374946594;1.4604412317276;0.4990669786930084;3.1433513164520264
16;0.6094310879707336;1.368600845336914;0.5419862866401672;2.92451810836792
17;0.6268265843391418;1.2495808601379395;0.5558781027793884;2.9863340854644775
18;0.6407517194747925;1.1588258743286133;0.41965582966804504;3.651010513305664
19;0.6535090804100037;1.0852831602096558;0.5417789816856384;3.109919786453247
20;0.6653825640678406;1.0197618007659912;0.5749533772468567;2.9971272945404053
21;0.6808245778083801;0.9398513436317444;0.39436036348342896;3.875836133956909
22;0.6929272413253784;0.8766197562217712;0.5948579907417297;2.9874331951141357
23;0.7085438370704651;0.8160991072654724;0.5950652956962585;3.0559206008911133
24;0.7159866094589233;0.7786731719970703;0.5979680418968201;3.0340702533721924
25;0.7288967967033386;0.7310563325881958;0.5990047454833984;2.9680449962615967
26;0.7369943261146545;0.6972084641456604;0.4891146719455719;3.624307870864868
27;0.7481474876403809;0.6481233835220337;0.6029442548751831;3.1658101081848145
28;0.7521417140960693;0.638145387172699;0.6060543060302734;3.1620874404907227
29;0.7704320549964905;0.5704038739204407;0.6211901307106018;3.2863223552703857
30;0.7748518586158752;0.5595548748970032;0.6093717813491821;3.2644200325012207
31;0.7816725373268127;0.537956178188324;0.6195313930511475;3.305288076400757
32;0.7879475951194763;0.5232067704200745;0.6265809535980225;3.096449613571167
33;0.7954339385032654;0.4920598566532135;0.599834144115448;3.4058620929718018
34;0.8036624193191528;0.47309401631355286;0.6099937558174133;3.451662302017212
35;0.8053430318832397;0.4652722477912903;0.6153846383094788;3.3585240840911865
36;0.8100357055664062;0.45814236998558044;0.6303130984306335;3.505951404571533
37;0.8118581771850586;0.4522765874862671;0.5888451337814331;3.6976046562194824
38;0.8168891072273254;0.43437087535858154;0.6332158446311951;3.3731889724731445
39;0.8286752700805664;0.39407551288604736;0.6464855670928955;3.2009096145629883
40;0.8392282128334045;0.3668922185897827;0.6392287015914917;3.513606309890747
41;0.8388462662696838;0.3683658242225647;0.22351233661174774;7.938226699829102
42;0.8375148773193359;0.3766578137874603;0.6390213370323181;3.3712704181671143
43;0.8419237732887268;0.3636120855808258;0.6280323266983032;3.4984774589538574
44;0.8501631617546082;0.34016597270965576;0.5249844789505005;3.9762773513793945
45;0.8498684763908386;0.3442992866039276;0.6390213370323181;3.3696813583374023
46;0.8550631403923035;0.33250728249549866;0.6508397459983826;3.5030081272125244
47;0.856078028678894;0.33032500743865967;0.6272029876708984;3.506359100341797
48;0.8356487154960632;0.40175074338912964;0.6423388123512268;3.4412717819213867
49;0.861261785030365;0.3091065585613251;0.6477296352386475;3.3686320781707764
50;0.8707452416419983;0.28636831045150757;0.6469002962112427;3.4740824699401855
51;0.8747066855430603;0.2760418653488159;0.5133734345436096;4.471371173858643
52;0.877816915512085;0.2717991769313812;0.657059907913208;3.3375093936920166
53;0.8765292167663574;0.27186518907546997;0.6406800746917725;3.5592432022094727
54;0.8764855265617371;0.27778932452201843;0.6609993577003479;3.4538040161132812
55;0.8741828799247742;0.2800195813179016;0.6437901854515076;3.4121615886688232
56;0.8794975876808167;0.2743018567562103;0.6404727101325989;3.5269622802734375
57;0.8781443238258362;0.2748205363750458;0.6340451836585999;3.5923831462860107
58;0.8818438649177551;0.26572278141975403;0.63010573387146;3.776519298553467
59;0.8818875551223755;0.265430212020874;0.6545718312263489;3.4390363693237305
60;0.8908908367156982;0.2417481690645218;0.6568526029586792;3.4556241035461426
61;0.8934117555618286;0.23618902266025543;0.6645241379737854;3.4497456550598145
62;0.8970785737037659;0.22639749944210052;0.6466929316520691;3.538567304611206
63;0.8921458721160889;0.24290548264980316;0.6585112810134888;3.5244462490081787
64;0.9020112752914429;0.2130562663078308;0.657059907913208;3.7501699924468994
65;0.9001014828681946;0.22538448870182037;0.6593406796455383;3.56866717338562
66;0.8941866159439087;0.23993238806724548;0.6547791957855225;3.7815613746643066
67;0.8991520404815674;0.22278974950313568;0.6616213917732239;3.6217238903045654
68;0.9020221829414368;0.21825715899467468;0.6466929316520691;3.6876697540283203
69;0.9046195149421692;0.21105898916721344;0.6589259505271912;3.7132997512817383
70;0.9079589247703552;0.20384831726551056;0.663487434387207;3.7088265419006348
71;0.9076642990112305;0.2061435580253601;0.6504250168800354;3.7011289596557617
72;0.9044776558876038;0.21501268446445465;0.6682562828063965;3.5732436180114746
73;0.9069876670837402;0.2046034038066864;0.5117146968841553;4.726191520690918
74;0.9031898975372314;0.21853803098201752;0.657681941986084;3.8521382808685303
75;0.9084500074386597;0.2027851790189743;0.5650010108947754;4.40355110168457
76;0.9167876243591309;0.1829560548067093;0.6730250716209412;3.714057683944702
77;0.9173333048820496;0.18533958494663239;0.6489736437797546;3.800201654434204
78;0.9148560166358948;0.18752214312553406;0.6701223254203796;3.5763330459594727
79;0.9145286083221436;0.19228117167949677;0.665353536605835;3.7712531089782715
80;0.9158490896224976;0.1869358867406845;0.6703296899795532;3.6542718410491943
81;0.9185664653778076;0.18093983829021454;0.6763425469398499;3.6063528060913086
82;0.9089192748069763;0.21414577960968018;0.6709516644477844;3.6918857097625732
83;0.9100214838981628;0.2036365270614624;0.6603773832321167;3.7389161586761475
84;0.9226915836334229;0.17215344309806824;0.6753058433532715;3.771184206008911
85;0.9265002608299255;0.16133148968219757;0.6732324361801147;3.735431432723999
86;0.9245250225067139;0.1704094409942627;0.6616213917732239;3.7900595664978027
87;0.9223860502243042;0.17264598608016968;0.6659755110740662;3.7636091709136963
88;0.9269258975982666;0.16150838136672974;0.6811113357543945;3.709242343902588
89;0.9306908845901489;0.15193091332912445;0.6771718859672546;3.7260401248931885
90;0.9274387955665588;0.16026023030281067;0.665353536605835;3.807443618774414
